Column1;text;iab_t1;classification_google;correct
1610;AMSTERDAM (ANP) - Maaltijdbezorgbedrijf Just Eat Takeaway komt met cijfers over de prestaties in het tweede kwartaal. Tijdens de coronacrisis groeide het bedrijf hard door sluitingen in de horeca en lockdowns. Die kwamen in veel Europese landen deels ten einde in de afgelopen periode. Daardoor konden mensen weer buiten de deur eten. Tegelijkertijd was het EK voetbal mogelijk juist weer een reden voor veel mensen om eten thuis te laten bezorgen. In Nederland maakten maaltijdbezorgers al bekend dat het druk was rond de wedstrijden van Oranje. Just Eat Takeaway was bovendien een van de sponsors van het toernooi, wat de naamsbekendheid geen kwaad zal hebben gedaan. Tenslotte rondde Just Eat Takeaway vorige maand de overname van het Amerikaanse GrubHub af. De cijfers van die maaltijdbezorger duiken daardoor voor het eerst op in de omzet van het Nederlands-Britse fusiebedrijf, zij het dat slechts de laatste twee weken van het kwartaal meetellen. GULPEN (ANP) - Bierbrouwerij Gulpener is deels stilgelegd vanwege de wateroverlast in Zuid-Limburg. Omdat het elektriciteitsnet instabiel is, kan de brouwer uit Gulpen voorlopig geen fusten en flessen vullen, laat directeur Jean-Paul Rutten weten. Daardoor kan de brouwerij tijdelijk ook geen bier leveren. 3 minuten geleden ROTTERDAM (ANP) - Containerschip Ever Given arriveert op 28 juli in de haven van Rotterdam. Het schip, dat in maart wereldberoemd werd toen het overdwars vast kwam te liggen in het Suezkanaal, zal enkele dagen blijven liggen om containers te lossen en te laden. Daarna zet het schip koers naar het Engelse Felixstowe. 1 uur geleden PARIJS (ANP) - De vraag naar elektriciteit stijgt harder dan het aanbod uit hernieuwbare bronnen als windmolens of zonneparken, waardoor kolencentrales en andere vervuilende centrales harder moeten draaien. Daardoor dreigt de CO2-uitstoot van de elektriciteitssector tot recordhoogte te stijgen, waarschuwt het Internationaal Energie Agentschap (IEA). 1 uur geleden STUTTGART (ANP/BLOOMBERG) - Daimler, moederbedrijf van Mercedes-Benz, heeft in het tweede kwartaal meer winst geboekt dan was verwacht. Het Duitse autoconcern richtte zich vanwege de wereldwijde chiptekorten op het duurdere segment autos, waar hogere marges op worden behaald. Door de schaarste aan chips wordt de productie bij autofabrikanten al sinds eind vorig jaar beperkt. 1 uur geleden LONDEN (ANP/RTR) - De Britse mededingingsautoriteit CMA heeft na onderzoek aan een reeks farmaceuten een boete opgelegd van meer dan 260 miljoen pond, omgerekend bijna 304 miljoen euro, voor te dure medicijnen. Daardoor heeft de Britse gezondheidsdienst NHS bijna tien jaar lang te veel betaald voor hydrocortisontabletten. 1 uur geleden AMSTERDAM (ANP) - Het aandeel TomTom ging donderdag hard onderuit op de Amsterdamse beurs na teleurstellende resultaten van de navigatiespecialist. Ook Just Eat Takeaway, de eigenaar van Thuisbezorgd.nl, werd lager gezet ondanks een forse stijging van de bestellingen. De Europese olieproducenten stonden eveneens onder druk door berichten dat oliekartel OPEC een overeenkomst heeft bereikt over een verhoging van de olieproductie. 2 uur geleden MILTON KEYNES (ANP) - Afvalverwerker Renewi heeft het in de eerste drie maanden van zijn gebroken boekjaar drukker gehad dan een jaar eerder. Dat was te danken aan het einde van de lockdowns in zijn belangrijkste markten Nederland en het Verenigd Koninkrijk. Zo kreeg het bedrijf meer afval te verwerken uit onder meer vakantieparken en hotels, maar ook van winkels en restaurants in stadscentra die weer open mochten. Concrete cijfers noemde Renewi niet in zijn handelsbericht. 2 uur geleden ;Food & Drink;"[""/Food & Drink/Restaurants""]";1
1783;Nu ons land op slot gaat, zijn de mensen massaal wc-papier aan het hamsteren. Maar wat kun je eigenlijk maken met wc-papier? Wij zetten de lekkerste recepten op een rij! 1. Gefrituurde wc-rolletjes Warm de frituurpan op. Wikkel ondertussen het papier af tot je alleen de kartonnen rolletjes overhoudt. Leg de rolletjes vervolgens in het pruttelende vet tot ze knapperig geworden zijn. Het papier kun je versnipperen voor garnering. Serveer met joppiesaus. 2. Wc-papiersoep Het enige wat je nodig hebt is een pan water, wc-papier en een staafmixer. Voeg eventueel een paar vaatwastabletten toe, voor een frisse nasmaak. Eet smakelijk! 3. Wc-papier uit blik Toegegeven: wc-papier uit blik is niet zo lekker als vers wc-papier. Maar daar staat tegenover dat het wel heel lang houdbaar is. Mochten de supermarkten leeg raken, heb je tot in lengte van dagen wc-papier om op te eten. En voor kinderen is een broodje wc-papier met mayonaise en ketchup een echte traktatie. 4. Wc-papier in tomatensaus Een klassieker uit de Britse keuken: het zachte papier zuigt de zure, zoute tomatensaus helemaal op. Britten eten het gerecht het liefst bij het ontbijt, maar het is ook heel lekker als snack tussendoor, of als lunch, of als avondeten, voor de liefhebber zelfs als toetje. Er kan weinig fout gaan aan dit recept, het is immers gewoon saus en papier, maar het is wel belangrijk om minstens dubbellaags wc-papier te gebruiken, anders valt het al gauw uit elkaar in de saus. 5. Papier-haché Niet iets wat je even snel kunt maken. Het heeft even de tijd nodig om goed op smaak te komen, maar daarna heb je een echt culinair hoogstaand kunstwerk. Verder is het niet alleen gezond, maar je kunt er ook nog eens hele leuke vormpjes mee maken. Leuk voor als je gasten zou krijgen dus! 6. Papier toilette au vin Nu je de komende twee weken thuis zit, heb je eindelijk tijd om dat papier toilette au vin-recept te proberen. Leg alvast een rolletje in de rode wijn en laat dit een paar uur op een laag vuurtje staan. Het papier moet echt een beetje uit elkaar vallen, dan is het het lekkerste. Zo wordt zelfs de vierlaagse toiletrol heerlijk zacht. Tijm en laurier gaan hier heerlijk bij. 7. Het karton Iets wat veel mensen niet weten: maar je kunt ook het karton aan de binnenkant prima eten. Probeer maar. Als je erop sabbelt kan je er langer van genieten. ;Food & Drink;"[""/Food & Drink""]";1
1869;"Alkmaar Hij rijdt! Horecaman Peter Visser runt nu supermarkt op wielen ALKMAAR - Hij is weer terug van weggeweest: de SRV-wagen, een supermarkt op wielen die vroeger door dorpen reed om inwoners van boodschappen te voorzien. Horecaondernemer Peter Visser rijdt sinds gisteren met een opgeknapte wagen door de straten van Alkmaar, Heiloo en Bergen. In februari was ie nog helemaal wit en reden we een proefrondje met Peter Visser. SRV-man 2.0 gaat rijden. Maar nu zal de rijdende supermarkt weinigen nog ontgaan. Bezakt en beplakt zit de eerste ronde van de SRV-man erop. ""Het begon met het idee om onze traiteurmaaltijden van eetcafé Pluim en theaterrestaurant Klunder bij mensen aan de deur te bezorgen"", vertelt visser aan mediapartner Alkmaar Centraal. ""Daar kwam steeds meer bij: vleeswaren van keurslager Richard Groot, brood van bakkerij Beerse en verse groenten uit de Schermer. Nu is het bijna de ouderwetse melkboer in de straat."" Thuiswerkers Visser kocht in Drenthe een tweedehands SRV-wagen en liet deze opnieuw bestickeren. Op de zijkanten van de wagen staat de leus: leve de man van het eetcafé. Visser denkt dat er in deze tijd met de vele thuiswerkers weer een markt is voor de rijdende winkels. Hij is een beetje zenuwachtig op zijn eerste dag: ""Zeg maar gezonde wedstrijdspanning, want ik weet echt niet hoe de dag gaat lopen. De mensen moeten het nog een beetje ontdekken en ik moet het ook nog een beetje ontdekken. We hebben nog geen routine."" Proeftesten De omgeving heeft Visser voorlopig ingedeeld in zes wijken. Van maandag tot en met zaterdag trekt hij erop uit. ""Deze week is het proeftesten, om te zien hoeveel je op een dag kunt doen. Als daar meer duidelijkheid over is, valt op onze Facebookpagina en op onze website te lezen op welke dag we waar zijn te vinden.""";Food & Drink;"[""/Food & Drink"", ""/Business & Industrial""]";1
2150;Nu een deel van koekiemonster er niet meer is eren we de kindervriend door zestig koekjes te eten. Koekje 1 We knabbelen er een op de nalatenschap van koekiemonster. Lekker! Grrrr! Koekje 12 Waarom is het eigenlijk een monster, bedenken we ons terwijl we ons twaalfde koekje eten. De echte monsters zijn constructen van dingen die ons pijn zouden kunnen doen, terwijl koekiemonster een vriend was. Koekje 31 De buikpijn die we nu voelen maakt iets meer duidelijk waarom het monster een monster heet. 31 koekies zijn te veel koekies. We eren koekiemonster door zelf het monster te worden. Koekje 45 Het leven is pijn en verlangen en plicht en het verlangen veroorzaakt de pijn en de plicht veroorzaakt ook de pijn maar dat geheel van pijn veroorzaakt soms een lichtpunt van geluk, zoals de idee dat we met zestig koekjes mogen stoppen met eten. Koekje 57 Een van de mooiste dingen die koekiemonster kinderen bijbracht is dat het soms de moeite loont om te wachten met het eten van koekies, maar dat je je soms ook helemaal te buiten moet gaan. Hier een prachtig lied met de stem van Hero Muller https://www.youtube.com/watch?v=j7o0B0A13lE&ab_channel=Sesamstraat Koekje 60 Zou koekiemonster genieten van koekjes? Het lijkt eerder een soort dwangmatige fix. Hoe het ook zij, het is volbracht. Het is mooi geweest. Dankbaar voor de mooie tijd, en nu richten we ons op nieuwe, waardigere doelen, met de dankbaarheid van de herinnering. https://www.youtube.com/watch?v=gpNbKhPm9BI ;Food & Drink;"[""/Food & Drink""]";1
2206;Seizoen 2 - Momma Cherris Momma Cherris ligt op een steenworp afstand van de zee in Brighton. Eigenaresse Charita Jones serveert soulfood, geïnspireerd door gerechten uit het diepe zuiden van de Verenigde Staten. Ondanks hard werken en prima gerechten, blijft de zaak leeg. Gordon Ramsay zoekt uit wat er mis is en probeert Charita van de financiële ondergang te redden. Morgen | 19:29 Gordon Ramsay: Oorlog In De Keuken! Seizoen 2 - La Riviera Multimiljonair Barry Larson is eigenaar van restaurant La Riviera. Met een Franse topchef en keukenpersoneel met een Michelinster-achtergrond gooit Barry hoge ogen. Het grote probleem is dat zijn zaak avond na avond verdacht rustig is. Gordon Ramsay schiet Barry te hulp, omdat hij eenzelfde ervaring heeft gehad met zijn restaurant Amaryllis in Schotland, dat uiteindelijk is gesloten. Gordon probeert La Riviera te behoeden voor hetzelfde lot. Overmorgen | 18:30 Gordon Ramsay: Oorlog In De Keuken! Seizoen 2 - Clubway 41 In Blackpool bevindt zich Clubway 41, dat door de plaatselijke VVV is verkozen tot beste restaurant voor toeristen. Desondanks is het vaak akelig stil in de zaak. Eigenaar Dave staat ook in de keuken, maar eigenlijk kan hij helemaal niet koken. Zijn partner Dawn bedenkt de meest aparte menukaarten, maar heeft ook geen verstand van het koksvak. Gordon Ramsay leeft een week lang in een hel met dit eigenwijze stel. Overmorgen | 19:30 Gordon Ramsay: Oorlog In De Keuken! Seizoen 2 - Oscars Gordon Ramsay reist af naar Oscars in Nantwich. Op het eerste oog lijkt het een idyllisch gelegen Iers familierestaurant. Eigenaar Maura zwaait er de scepter en zoon Lenin is de chef-kok. De familiebanden zijn echter verre van warm en de zaak verliest een paar duizend euro per week. Maar deze problemen zijn nog niets vergeleken met het drankprobleem waarmee Lenin kampt. Op het moment dat hij tijdens zijn werk instort en naar het ziekenhuis moet, zet Gordon alle zeilen bij om Oscars te redden. Do 29 juli 2021 | 18:30 Gordon Ramsay: Oorlog In De Keuken! Seizoen 2 - Sandgate Aan de Britse kust bij het plaatsje Folkstone ligt hotel-restaurant Sandgate, de horecadroom van het gelukkig getrouwde stel Lois en Peter. Toch lukt het ze niet om de zaak rendabel te krijgen en staat hun chef-kok Stuart op het punt van instorten. Niet zo vreemd, als blijkt dat hij voor vier verschillende restaurants kookt. Gordon ziet wel mogelijkheden om dit hedendaagse Fawlty Towers van de ondergang te redden. Maar dan moeten alle neuzen wel dezelfde kant op staan. Do 29 juli 2021 | 19:30 Gordon Ramsay: Oorlog In De Keuken! Seizoen 2 - La Gondola Hotel-restaurant La Gondola is in de stad Derby gesitueerd. Als Gordon er binnenstapt, voelt het alsof hij een paar decennia terug in de tijd stapt. Alles ademt de sfeer van de jaren zeventig. Voor Gordon ligt de uitdaging in het motiveren van het personeel en het moderniseren van de inrichting. Vr 30 juli 2021 | 18:30 Gordon Ramsay: Oorlog In De Keuken! Seizoen 3 - La Parra de Burriana Gordon Ramsay gaat voor de eerste keer naar het buitenland om een restaurant te helpen. La Parra de Burriana is een expatrestaurant aan de Costa del Sol. De 26-jarige ex-nachtclubeigenaar Laurence is de baas van La Parra en staat ook in de keuken. Hij wil het publiek iets anders voorschotelen dan de traditionele fish and chips, maar het mediterraanse menu slaat niet echt aan. Er staan veel te veel gerechten op het menu. Laurence weigert halsstarrig de adviezen van Gordon op te volgen. Vr 30 juli 2021 | 19:30 Gordon Ramsay: Oorlog In De Keuken! Seizoen 3 - The Fenwick Arms Gordon Ramsay bezoekt The Fenwick Arms in Lancashire. De pub wordt geleid door uitbater Brian, die na dertig jaar in het vak en drie hartoperaties nog steeds meer dan honderd uur per week werkt. Gordon heeft als doel om Brian uit de keuken te krijgen en de gerechten te vereenvoudigen. Met zijn campagne echte jus moet weer terugkomen hoopt hij de verliesgevende zaak weer op het juiste spoor te krijgen. Ma 2 augustus 2021 | 18:30 Gordon Ramsay: Oorlog In De Keuken! Seizoen 3 - Rococo Restaurant Rococo staat op het punt van faillissement, maar chef-kok Nick is te eigenwijs om iets te willen veranderen. Zijn verleden als chef van een restaurant met een Michelinster maakt het er voor Gordon Ramsay niet makkelijker op. De gerechten zijn te duur, de eetruimte is claustrofobisch en de service is stijf. Het enige wat goed gevoed wordt, is het ego van Nick. Gordon grijpt met harde hand in, met als resultaat dat hij letterlijk wordt buitengesloten. Ma 2 augustus 2021 | 19:30 Gordon Ramsay: Oorlog In De Keuken! Seizoen 3 - Morgans Gordon Ramsay gaat langs bij restaurant Morgans, dat geleid wordt door antiquair Sandy en haar twee dochters, Helen en Laura. Sandy heeft haar administratie niet op orde en chef-kok Phil rommelt maar wat aan. Als Gordon de handen uit de mouwen wil steken tijdens de lunch op zondag, ontdekt hij dat de dames nog in bed liggen. Di 3 augustus 2021 | 18:30 Gordon Ramsay: Oorlog In De Keuken! S;Food & Drink;"[""/Food & Drink/Restaurants""]";1
2398;"AMSTERDAM - Geen rijen voor de nachtclub, maar voor de avondwinkel. Het is een beeld dat we het afgelopen weekend ook al zagen: nadat de kroegen hun deuren sluiten, wordt er bij Sterk aan De Clercqstraat nog even snel drank ingekocht voor een afterparty. ""Ik dacht even dat het Leidseplein is verplaatst naar de Rozengracht. Het lijkt wel een nachtclub."" ""Ik ga nog proberen wat alcohol te kopen omdat de horeca om 22:00 uur dicht is"", zegt een man. Een ander heeft al net drank gekocht: ""Vodka. Ja, om nog een drankje te drinken vanavond."" Dichte cafés Voor de horeca is het moeilijk om te zien. Zij zijn hard geraakt door de nieuwe coronamaatregelen: maximaal 30 personen binnen, om 21.00 uur de lichten aan en om 22.00 moet iedereen er alweer uit. ""Dan ligt de hele straat vol, paar honderd mensen. De helft zal naar huis gaan, de helft gaat met elkaar naar huis"", zegt kroegeigenaar Joris Loman van De Blauwe Pan. Een gast : ""En daar zit juist het probleem met corona. Daar zijn de meeste gevallen. Niet in het café waar ook gewoon nog extern toezicht is."" ""We drinken elk in een hoek van het appartement, dus we houden afstand"" Omdat thuis dus verder wordt gefeest, vragen horeca-ondernemers zich af of de maatregelen wel effectief zijn. Loman: ""Ja dat doet pijn. Maar meer de pijn van shit, nu gaan ze naar huisfeestjes, lopen ze corona op en wie krijgt dan de schuld? Dan mag de horeca weer sluiten, wij zijn altijd de crimineel."" Verbod verkoop alcohol Ook leidt het tot drukke situaties op straat. In Utrecht hebben ze daarom besloten om na 22:00 ook de avondwinkels en supermarkten te sluiten. ""Als mensen aan komen lopen om 21:00 uur en ik zeg je mag er niet in, dan gaan ze naar de avondwinkel. Daarom denk ik: als ik om 21:00 uur geen klanten meer heb, verkoop dan nergens meer alcohol"", zegt Loman. ?? Wil je niets missen uit Amsterdamamsterdam - Mail je tips naar [email protected]";Food & Drink;"[""/Food & Drink/Restaurants""]";1
2712;"Sous chef Jouw nieuwe werkplekVan der Valk Hotel Middelburg is onderdeel van Valk Exclusief. Naast onze 119 hotelkamers en 10 multifunctionele zalen beschikken we over een groot à la carte, diverse hotelbars en verschillende zalen die zowel voor vergaderingen, feestjes en partijen gebruikt kunnen worden. Wij zijn een bedrijf die continu in ontwikkeling is, na de zomer gaan we in Middelburg flink uitbreiden.... Medewerker keuken/bediening Voor Museumcafé ‘De Orangerie’ zijn we op zoek naar Medewerkers keuken/bediening Taken keuken:- taarten bakken- bereiden van eenvoudige lunchgerechten zoals belegde baguettes, pannenkoeken, tosti’s en soepen- schoonmaakwerkzaamheden keuken Taken bediening:- opnemen bestellingen, klaarmaken drankjes, uitserveren en afrekenen bestellingen- schoonmaakwerkzaamheden aan het begin of eind v... Ontbijtmedewerker (15 – 38 uur) OmschrijvingWord jij onze nieuwe collega? Voor de functie ontbijtmedewerker zijn wij op zoek naar een spontaanen gastgericht persoon die zich prettig voelt in een gastvriendelijke omgeving. ’s Ochtends sta je klaarvoor onze gasten om ze te voorzien van een heerlijk ontbijt en uitstekende start van de dag. Jeverwelkomt gasten en draagt zorg voor een smakelijk en compleet ontbijtbuffet.Hotel Zeeuws... Ontbijtkok (15 - 30 uur) OmschrijvingWord jij onze nieuwe collega? Voor de functie Ontbijtkok zijn wij op zoek naar een representatief engastgerichte collega die zelfstandig gerechten bereid. ’s Ochtends sta je klaar voor onze gasten om zete voorzien van een heerlijk ontbijt en uitstekende start van de dag. Samen met het team ben jijverantwoordelijk voor het ontbijtbuffet. Jij bereidt gerechten voor dit buffet en doet dit... Barmedewerker/bediening (0-32 uur) OmschrijvingWord jij onze nieuwe collega? In het seizoen verricht je met name barwerkzaamheden. Daarnaast enmet name in het laagseizoen ben je inzetbaar als bedieningsmedewerker. Je bedient de gasten metaandacht voor detail, dus lever je net dat beetje extra. Jij bent te typeren als onze gastheer endrankenspecialist. Met jouw sociale vaardigheden en gastvrije houding ben je een positieve aanvullin... Afwasser OmschrijvingWord jij onze nieuwe collega? Voor de functie afwasser zijn wij op zoek naar een leuke collega binnenons nieuw te vormen keukenteam. Je komt terecht in een leuk team in een professionele omgevingwaarin je ook veel kunt leren om je verder te ontwikkelen in de keuken.Hotel Zeeuws licht is een nieuw 4-sterrenhotel in Dishoek en heeft in mei haar deuren geopend. Het hotel telt in totaal 69... Medewerker bediening 0-32 OmschrijvingWord jij onze nieuwe collega? Je bedient de gasten met aandacht voor detail, dus lever je net datbeetje extra. Met jouw sociale vaardigheden en gastvrije houding ben je een positieve aanvulling opons nieuw te vormen team. Samen met jouw collega’s zorg je ervoor dat gasten een fijn enonvergetelijk bezoek ervaren in het restaurant en op het terras.Hotel Zeeuws licht is een nieuw 4-sterre... Medewerker bediening Ben je op zoek naar uitdagend en afwisselend werk? Dan zijn wij op zoek naar jou! Bij Badhotel Domburg is geen dag hetzelfde. Iedere dag ontmoet je nieuwe gasten, die wij een onvergetelijk verblijf willen bieden. We werken in een lange traditie, waarin we gastvrijheid en kwaliteit combineren met persoonlijke aandacht. In ons team staat vakmanschap centraal. Samen zetten wij alles op alles om het o... Afwas/keukenhulp Daar ben jij…degene die altijd een oplossing weet! Die van elke gewone dag een topdag maakt! Onze nieuwe afwasser! Afwassen is waarschijnlijk niet je grootste hobby laten we eerlijk zijn. Maar als jij geld wilt verdienen op een hele leuke plek, in een tof team en om te knallen en bergen (afwas) te verzetten dan is dit, denken wij, een hele leuke baan! Dus: Handen uit de mouwen, muziek aan en gaan!... Zelfstandig werkend kok in het badhotel Ben je op zoek naar uitdagend en afwisselend werk? Dan zijn wij op zoek naar jou! Bij Badhotel Domburg is geen dag hetzelfde. Iedere dag ontmoet je nieuwe gasten, die wij een onvergetelijk verblijf willen bieden. We werken in een lange traditie, waarin we gastvrijheid en kwaliteit combineren met persoonlijke aandacht. In ons team staat vakmanschap centraal. Samen zetten wij alles op alles om het o... Bediening/schoonmaakster wij zoeken voor deze komende maanden nog bediening medewerksters en schoonmaakstersvoor ons restaurantje.U kunt zelf u uren bepalen,heeft u interesse stuur een mail of bel gerust: 0118 566255 Medewerker housekeeping m/v Wij zoeken een leuke collega die ons team komt versterken in de huishouding. Is schoon en fris jouw motto? Dan is deze baan misschien iets voor jou. In deze functie ben je verantwoordelijk voor de kwaliteit, service en natuurlijk onze gastvrijheid. 20 tot 30 uren per week. Je werkzaamheden bestaan uit; - Schoonmaken van de hotelkamers.- Sc";Food & Drink;"[""/Food & Drink"", ""/Travel/Hotels & Accommodations""]";1
2786;- Datum - Do 29 juli 2021 - Tijd - 00:50 tot 01:05 - Genre - Informatief - Deel-url - gids.tv/26725041 Seizoen 2017 - Aflevering 7 van 83 - Wrap met gerookte zalm en asperges Wat eet ik vanavond? Topkoks Sandra Ysbrandy en Mounir Toub geven antwoord op die ene moeilijke vraag. Ze nemen de kijker aan de hand bij het maken van makkelijke en verrassende gerechten. De recepten blinken uit in eenvoud en diversiteit en er zijn geen ingewikkelde apparaten voor nodig. De chefs blijven weg van dure ingrediënten en werken zoveel mogelijk met seizoensproducten en ingrediënten van eigen bodem: zo duurzaam mogelijk. Onze nieuwe app is nu al te testen! Download hem op apps.gids.tv Meer op tv: FC Oss op tv , Honkbal op tv en Vitesse op tv ;Food & Drink;"[""/Food & Drink""]";1
2854;"Precies op de plek waar ruim acht jaar geleden de A9 Badhoevedorp nog in tweeën spleet, zit sinds twee jaar het restaurant Q Beach. Hartger Pen en zijn zoon Ruben startten het restaurant midden in het dorp, maar moeten, ondanks hun verworven dorpsfunctie, over drie jaar weer vertrekken. ""We wisten waar we aan begonnen"", vertelt Hartger Pen. ""Maar dat maakt het niet minder vervelend dat we in ieder geval van deze plek moeten verdwijnen."" De ondernemer werd een aantal jaar geleden benaderd door gebiedsontwikkelaar AM met de vraag of hij op de plek waar het nieuwe centrum van Badhoevedorp wordt ontwikkeld, tijdelijk een restaurant zou willen openen. In de tussentijd heeft Q Beach een bijzondere, verbindende functie verkregen. ""Het is nu rustig, maar het zit hier steevast vol"", vertelt Badhoevedorper Henk Biemond. Hij is regelmatig te vinden op het terras aan de Sloterweg. ""Ik heb hier zo ontzettend veel mensen leren kennen uit het dorp."" Ook een andere gast van het stadsstrand vertelt dat de plek een ideale locatie is om met haar kinderen te komen. ""Dan kun je thuis gaan zitten, maar hier ben je er echt even tussenuit."" Definitieve locatie De ondernemers willen dolgraag door op een andere plek en zijn daarom in gesprek met de gemeente over een definitieve locatie. De gemeente onderkent in een reactie de toegevoegde waarde van het bedrijf voor het dorp: ""Allereerst vindt de gemeente Haarlemmermeer dat Q Beach een mooi bedrijf is dat inmiddels een duidelijke toegevoegde waarde in het dorp heeft getoond."" De gemeente vervolgt: ""Er zijn nog geen afspraken gemaakt over vervolgstappen voor Q Beach na het aflopen van de pop-up periode. Wel is de gemeente, naar aanleiding van vragen hierover, aan het kijken naar een mogelijke alternatieve locatie in het dorp. Hiervoor moeten o.a. door bepaalde afdelingen binnen de gemeente, een aantal zaken onderzocht worden en dit is dus een lopende actie."" De maand juni staat bij NH Nieuws in teken van het thema werken. Hoe werkt Noord-Holland en zijn we tevreden over ons werk. Wat zeggen de cijfers? En wat zijn de gevolgen van het coronavirus? Op deze pagina bekijk je alle artikelen en videos terug. ðŸ’¬ Wil je iets kwijt? - Mail ons jouw tips, verhalen, foto’s en filmpjes naar [email protected] - Whatsapp ons op 06 30 09 30 03 -Amstelland Tikfout gezien? Laat het ons weten via [email protected] ";Food & Drink;"[""/Food & Drink/Restaurants""]";1
2906;Beschrijving Houten fruitkisten uit de jaren 60 , en houten bier kratten uit de jaren 60 . Van 3 euro tot 15 euro per stuk . - Type: Overige Typen 84 advertenties 6aar;Food & Drink;"[""/Food & Drink""]";1
2919;The Golden Boy, oftewel De Gouden Jongen zo heet de hamburger die vandaag, dinsdag 29 juni, in het Nederlandse dorp Voorthuizen is gebakken. Die naam heeft de snack niet voor niks. De hamburger kost zon 5000 euro en de duurste burger ter wereld. ;Food & Drink;"[""/Food & Drink""]";1
2983;"""Fantastisch! Iedere dag dat we meer open mogen zijn we blij mee"", zegt Lidia de Jong van café De Dijk 85 in Enkhuizen. Demissionair minister Ferd Grapperhaus liet vanmorgen weten dat hij het goed vindt als de versoepelingen voor de horeca vanavond al in gaan. Maar het was voor veel zaken wel even schakelen: ""We hebben last minute nog personeel geregeld."" Frank Wiese heeft meerdere horecazaken in Hoorn en voor hem voelde de mededeling wel wat laat. ""Het is een beetje lastig met het rooster, zeker als je meerdere tenten opeens moet voorzien van personeel dat langer doorwerkt."" Maar: ""We gaan er alles aan doen om het te regelen."" Ook Jort, eigenaar van De Klinker in Hoorn, had het liever eerder gehoord. ""Natuurlijk zijn we er blij mee, maar volgens mij had het wel iets eerder doorgegeven mogen worden. Moet nu toch van alles snel weer omzetten."" Ondanks dat verwacht hij dat het vanavond een feestje wordt: ""Het gaat echt gezellig worden. Het hele weekend trouwens!"" Deuren bewust dicht Wie vanavond wel de deuren dicht doet is café Lange Jan in Enkhuizen, maar wel met een reden: om middernacht gaan ze met toegangstesten weer open en kunnen ze de anderhalvemeterregel in het café loslaten. ""Ik kijk er zeker naar uit, het is alweer een tijd geleden. Zon 150 mensen hebben gereserveerd."" En bij sommige cafés is er nog niet echt iets besloten. Café Julius in Avenhorn kijkt het vanavond even aan. ""Als het lekker druk is, dan trekken we hem nog even door"", vertelt eigenaar Julius blij. Lees ook Noord-Holland Alkmaar";Food & Drink;"[""/Food & Drink""]";1
2985;Cristiano Ronaldo schoof tijdens een persconferentie voorafgaand aan Hongarije – Portugal een paar flesjes Coca Cola opzij en die actie komt de frisdrankgigant enorm duur te staan. Een dag later noteert Coca Cola een marktwaarde van 238 miljard dollar, dat is een beursverlies van ruim 3,3 miljard euro. Dat is natuurlijk slecht nieuws voor de frisdrankgigant uit Amerika. Bekijk het fragment uit EenVandaag hieronder. ;Food & Drink;"[""/Food & Drink/Beverages/Soft Drinks"", ""/Sports/Team Sports/Soccer""]";1
2999;McDonalds is niet de enige die niet meer wil samenwerken met slachthuis Gosschalk. Ook Stichting de Wroetstal heeft na het zien van deze beelden besloten om geen dieren meer naar die slachterij te brengen. Bekijk de heftige beelden in de video hieronder. View this post on Instagram ;Food & Drink;"[""/Food & Drink/Restaurants/Fast Food""]";1
3040;De Israëlisch-Britse kookboeken-superster Yotam Ottolenghi ligt hevig onder vuur: hij heeft bekend dat de helft van de ingrediënten die in de recepten in zijn populaire kookboeken staan verzonnen zijn. “Het begon een beetje als een grapje, en daar ben ik eigenlijk nooit uit gekomen”, bekent een berouwvolle, maar ook strijdvaardige chef. “Ik had eigenlijk ook wel gedacht dat mensen het zouden begrijpen. ‘Nigellazaad’, hallo, dan snap je toch ook wel dat dat niet iets is? Dat dat een verzonnen zaad is?“, zegt Ottolenghi. “Maar goed, ik had beter moeten weten. Het spijt mij. Of ja, spijt, ik vind het toch ook moeilijk om alle schuld op mijzelf te laden. Hallo: ‘geelwortel’, dat heb ik natuurlijk uit mijn eigen bolle reet gezogen. Net als kardemompeulen. Ja, kardemom, dat bestaat, maar kardemompeulen? Móchten die al bestaan, dan is dat puur toeval. Zelf heb ik in ieder geval ook geen idee waar je die zou kunnen kopen.” ;Food & Drink;"[""/Food & Drink/Cooking & Recipes""]";1
3138;Heb je nu al trek? Bekijk het menu met pannenkoeken van over de hele wereld. Heb jij zin in een Franse pannenkoek met brie of ga jij helemaal loco met een Mexicaanse variant? Scan de QR-code en bestel nu, zodat het klaar is als je aankomt. ;Food & Drink;"[""/Food & Drink/Food/Breakfast Foods""]";1
3151;Wij zoeken een enthousiaste leidinggevende restaurant die er samen met ons de schouders onder komt zetten en er een feestje van komt maken voor onze gasten en ons gezellige team! Door de gunstige openingsuren heb je voldoende ruimte voor privé tijd. Ervaring in een vergelijkbare functie is gewenst. Een vrolijk en enthousiast karakter een voorwaarde :-) Wij kunnen een full time contract bieden (in overleg) Ben jij die gemotiveerde aanpakker en spreekt ons familiebedrijf jou aan? Aarzel dan niet om ons een berichtje te sturen: Berkenhof Tropical Zoo & Restaurant te Kwadendamme t.a.v. Jeroen Antes info@tropicalzoo.nl www.tropicalzoo.nl ;Food & Drink;"[""/Food & Drink/Restaurants""]";1
